,label,Gene0,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene27,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49
0,1.0,15.746393442858677,25.07154752915866,22.82790965128149,19.753977703318107,17.760098211116116,27.64617063007139,22.206189168276765,18.7353897959042,26.40581802236059,23.97494786100301,16.543461585807467,21.70234301271197,28.113348597203952,18.482480125058302,29.651775096044414,23.895932486369553,29.275855225011707,26.010964044491335,16.659540307006537,24.84164848565688,24.992599629260972,19.613948243031313,23.74615442844385,15.982912507216096,22.674995393066812,29.08701539302731,16.066200021756682,28.15935383076876,20.085310802100828,19.93325239344747,29.004902030953268,25.886825389312886,16.72566249954313,15.243873554978167,15.89051639246247,25.038373444736397,16.47424456708222,28.417310935453113,15.186108982161334,16.979452406314206,19.161768632421605,20.931330911750788,20.740479430909748,24.226683793647503,29.305027272950447,21.447304869646892,26.877318048405623,26.42168835075807,-0.5123378996920556,0.06316639134924551
1,1.0,15.737458524462738,25.0832855861103,22.818956760949394,19.7318915057712,17.76762131835758,27.651066420064915,22.159219419482078,18.740959077973805,26.397258660461855,23.98870428171091,16.52796228356881,21.695416617871633,28.092887381875343,18.465168487461096,29.6686953068699,23.89803172059155,29.271100370264637,25.989806928282366,16.642040706436564,24.862338066459785,24.99271270353236,19.618568299702257,23.720665736672814,16.006582134155124,22.67085989812906,29.047367525072225,16.063517442485992,28.15024582491303,20.084708464922095,19.943137576122467,29.018821235444353,25.91180395085099,16.738394490968275,15.242342329368693,15.891419178673543,25.009248526290158,16.477831630259594,28.395365407714344,15.17367829876293,16.99428379370645,19.165129979806295,20.92095663921086,20.728556064326135,24.22206587392966,29.300863304107626,21.45132445630682,26.8735536070172,26.407659252586008,-0.7131800122385752,0.24567073806795897
2,1.0,15.735516477960227,25.059438436131554,22.83104539527286,19.74539332036682,17.76341177088991,27.670173306277842,22.187563717948123,18.76492515005823,26.40528725922171,23.96092713920277,16.527209206597792,21.6923109652228,28.109849369277274,18.490083936520787,29.66127197901545,23.897936968714735,29.287249835125273,26.001431138451228,16.647003676922473,24.851286605945983,24.968679363429366,19.62768913465493,23.726349525430376,15.994214878057386,22.6948240446496,29.062373703166735,16.07143849427991,28.143175948956152,20.05650348880938,19.939214789753247,28.997155171167382,25.891567880685237,16.720940978023997,15.240787831036641,15.884452476148697,25.041623301972585,16.4829359462025,28.420639045173886,15.171138131780525,16.9935480139235,19.162562510138844,20.927822646081612,20.745627982293293,24.23359570483042,29.314464019358542,21.457123642780445,26.902325257115596,26.420079107385998,0.5115162693554871,-0.35654235015628244
3,1.0,15.728718463524405,25.09571749847883,22.825833331001977,19.732819077190943,17.760839021201313,27.662374579508104,22.163310735097088,18.75733997077684,26.392726734395048,23.981059092083672,16.546309356272722,21.686616964968284,28.10741245553961,18.48896398422194,29.66743986829615,23.89953889952001,29.285508643050342,25.983749744811526,16.652015539185914,24.850087937051804,24.966565644273057,19.61807299996454,23.740268478018333,16.005177306072085,22.67512560224064,29.072312694349378,16.06839161202091,28.14479758467851,20.07799736319603,19.926310375700275,28.99856843205747,25.912894124414954,16.7216788091437,15.240764737836903,15.90332939828521,25.028852593576143,16.487162720695956,28.402882585808307,15.167821847090094,17.004102478175078,19.13729635259467,20.91500947486926,20.758851806355622,24.214148239608285,29.31942810374416,21.431577829687882,26.883723018737356,26.424980226355807,0.6194947325410971,-0.2873090881470396
4,1.0,15.7302061580184,25.04534355521012,22.85460650995059,19.776134494941335,17.77684477489535,27.65171581992176,22.18293954471305,18.748506549365086,26.4071088946063,23.970141097742292,16.513530110327153,21.695814058485148,28.118823743216424,18.446710889163175,29.649532353453605,23.883579823907336,29.26546365340749,25.995576867727813,16.654383338080333,24.845704391243615,24.994181315926383,19.638586606401837,23.726903355203078,16.014184297251557,22.681305423935097,29.07113110101582,16.086981011283786,28.152267330308206,20.07630433539152,19.934868479620857,28.992636926307483,25.901251173692682,16.732958084612186,15.228734031661594,15.877947846947569,25.016614573618607,16.490746730881952,28.405666380078877,15.171506468280194,16.987660923341224,19.160913525190733,20.92338619381819,20.761168458136808,24.235538133579578,29.32404510404947,21.476028000460015,26.883237158259742,26.425975738378735,-0.29767967112058386,0.4771736720700416
5,1.0,15.7196504499837,25.07688576109437,22.830965899197917,19.737236079314542,17.759909006228106,27.65095356242133,22.18862614827785,18.7527707011452,26.433202604097545,23.984442804633673,16.528127855937193,21.679252057085233,28.109034764443194,18.48797529717779,29.66483005327902,23.88825708242722,29.27248000275425,25.987977796131197,16.626145366250253,24.834349765641612,24.984505847775907,19.6088804895872,23.731382972106992,15.98439521918863,22.67838417886334,29.06820252400619,16.058995034393202,28.131607572598085,20.054690084925888,19.944763601393216,29.00129889169432,25.895202932260634,16.740021025617093,15.243383125534498,15.894196449786934,25.032328729205528,16.479855292377636,28.401135831336635,15.176456631534707,16.994481024179606,19.162996125561936,20.913032131258436,20.762796179347635,24.22328390425577,29.315151491812994,21.45496639361971,26.88631145992385,26.431339688302092,0.07368912226510499,0.6492923156382829
6,1.0,15.745727082286402,25.07764348027293,22.82911063351627,19.736701190967942,17.763393409798482,27.651288979142087,22.16241402809635,18.75606691109363,26.43128184867773,23.97183248366219,16.544051643783096,21.696169772888705,28.09879247110036,18.48326658913466,29.645764917225932,23.870444835416244,29.267397539072146,26.004662119839534,16.657235609332442,24.8503133364566,24.997149798743834,19.60725388832688,23.74121181757558,15.999004836889313,22.65571789498781,29.0814923288391,16.08575362889323,28.12478823462436,20.05610281875483,19.93898338976939,28.989417917090503,25.903018626444087,16.693067949458175,15.22749091438319,15.874185827922203,25.034984683148526,16.468149492917668,28.426424701105606,15.172078190221917,16.991770114461286,19.163709780710047,20.92716826190298,20.749671701070618,24.2247271140869,29.308077536594947,21.461965692028922,26.900771697247944,26.427764878960915,-0.401231337079045,-0.38029782980643306
7,1.0,15.724735850375625,25.08006673036829,22.81646806860371,19.740272448403804,17.756789361982033,27.63568864537576,22.165802422450486,18.753482996113945,26.39673034260257,23.96192409110301,16.536555989028976,21.68390759957883,28.09772893337673,18.480103570573263,29.646669199859442,23.88292400559424,29.27192135957152,26.014048028733132,16.64220949188435,24.82788469625379,24.993561805309458,19.61207494871046,23.744526092434523,15.987030394606053,22.65547705225058,29.071392124490323,16.06718061582443,28.13672214236834,20.059266535083555,19.916499665915754,28.996565833552914,25.893532620168404,16.717544258884445,15.24468548386154,15.87818657992661,25.00783612499284,16.47278022702349,28.41515128858456,15.173869780590865,17.00468622890636,19.151929326011597,20.91972994925972,20.745753390556185,24.228331335069896,29.3410422777889,21.471749725116236,26.88134291031459,26.419328097373917,-0.2487088041613836,-0.8365033526770627
8,1.0,15.736158185245246,25.059367440740694,22.813682655255306,19.741393463889363,17.7657523433229,27.66453566611354,22.1788672094243,18.754388800803635,26.414695620816357,23.96209696745588,16.519352250298077,21.688579004310657,28.097110984117958,18.481591227654143,29.66545447694217,23.90055253370475,29.28223178316527,25.9955448004839,16.6523268936988,24.82571182699862,24.975560731356136,19.591201714256247,23.7368072448165,16.008457160602244,22.67617244572911,29.0798461796847,16.087212379572165,28.1332235364267,20.078134641341403,19.959313345251605,29.001772176065337,25.91201879902671,16.72988980380504,15.242706339072177,15.856159387794122,25.02357094764929,16.459424416742465,28.420096624435672,15.187008500558118,16.974704682050742,19.155416411444133,20.914016997325522,20.74051301060395,24.21612431478953,29.314193289862196,21.4656996432277,26.877073395016154,26.432199322178096,0.35906533573408067,0.6709292183262091
9,1.0,15.733441383979978,25.048699865353097,22.831074654786573,19.759060116586667,17.759408652926986,27.66380667634714,22.175608658859314,18.765554833496076,26.42200028698817,23.969247811821774,16.537122613870583,21.686454113601155,28.109138076828977,18.47751906058527,29.68150557347365,23.909226571542245,29.265307296321396,25.982124914685212,16.640228991388916,24.840871311761926,24.97376308505558,19.60000002731988,23.727512275739247,15.999479594917345,22.66324180113778,29.087687508520812,16.07351991634442,28.142894347901496,20.06772159616789,19.93243589033337,28.99228832065942,25.918957512590413,16.702439374350813,15.240855073998556,15.89046688440627,25.016830820873718,16.474400622143957,28.40450690526047,15.180749113688776,16.993604078272718,19.173196533795966,20.90991423929388,20.75150279538353,24.240663646248915,29.319615416945858,21.471162009389015,26.858505585020968,26.42133669396706,0.49427745567121717,-0.39712804738351143
